dataname	id	macF1	micF1	k1	kacc	knmi	sim	lambd0	lambd1	lambd2	w_loss1	w_loss2
dblp	3712	0.8020+	0.7844+	0.6292530931386539,std:0.111797607	 macro_f1s:0.8019660348235836,std:0.0023853640091631278, micro_f1s:0.7843975350727679,std:0.003794678246688123,k1:0.6292530931386539,std:0.1117976077762932	 macro_f1s:0.801966	 macro_f1s:0.8019660348235836	0.0001	0.0001	0.0001	0.1	0.1
dblp	3713	0.7808+	0.7627+	0.6260893809123836,std:0.112188574	 macro_f1s:0.7808471202478745,std:0.0019874818909488595, micro_f1s:0.762672086010227,std:0.0023021094758975324,k1:0.6260893809123836,std:0.1121885740642098	 macro_f1s:0.780847	 macro_f1s:0.7808471202478745	0.0001	0.0001	0.0001	0.1	0.1
dblp	3714	0.7675+	0.7551+	0.637230819606108,std:0.112998958	 macro_f1s:0.7674942597092563,std:0.00894815592445419, micro_f1s:0.7550544119575193,std:0.0036953445449413747,k1:0.637230819606108,std:0.1129989585041023	 macro_f1s:0.767494	 macro_f1s:0.7674942597092563	0.0001	0.0001	0.0001	0.1	0.1
dblp	3715	0.7097+	0.7060+	0.4008976920479665,std:0.14631654	 macro_f1s:0.7097284050534329,std:0.03477915258162781, micro_f1s:0.7059918709846598,std:0.036759516683291416,k1:0.4008976920479665,std:0.146316544988145	 macro_f1s:0.709728	 macro_f1s:0.7097284050534329	0.0001	0.0001	0.0001	0.1	0.1
dblp	3716	0.6410+	0.5990+	0.44050358593383887,std:0.13188123	 macro_f1s:0.6409755224529821,std:0.022731592366083152, micro_f1s:0.5990297626851973,std:0.029747710272056374,k1:0.44050358593383887,std:0.131881236021242	 macro_f1s:0.640975	 macro_f1s:0.6409755224529821	0.0001	0.0001	0.0001	0.1	0.1
dblp	3717	0.6160+	0.5874+	0.4183519346097166,std:0.130604722	 macro_f1s:0.6160250924264434,std:0.011342995101083822, micro_f1s:0.5873606922774355,std:0.013308185011421053,k1:0.4183519346097166,std:0.1306047228014271	 macro_f1s:0.616025	 macro_f1s:0.6160250924264434	0.0001	0.0001	0.0001	0.1	0.1
dblp	3718	0.6901+	0.6807+	0.4328037642510241,std:0.13164322	 macro_f1s:0.6901037709225103,std:0.02288050830777375, micro_f1s:0.680660810279271,std:0.018865555922089623,k1:0.4328037642510241,std:0.131643229068661	 macro_f1s:0.690103	 macro_f1s:0.6901037709225103	0.0001	0.0001	0.0001	0.1	0.1
dblp	3719	0.6038+	0.6075+	0.4363629381525025,std:0.130204669	 macro_f1s:0.6038387168696413,std:0.022252252504984436, micro_f1s:0.6074996722171233,std:0.027478338645064288,k1:0.4363629381525025,std:0.1302046694641855	 macro_f1s:0.603838	 macro_f1s:0.6038387168696413	0.0001	0.0001	0.0001	0.1	0.1
dblp	3720	0.6581+	0.6442+	0.5843246904861071,std:0.096620035	 macro_f1s:0.6580728623481817,std:0.004788530540937806, micro_f1s:0.6441589091385866,std:0.012393626176462336,k1:0.5843246904861071,std:0.0966200353315852	 macro_f1s:0.658072	 macro_f1s:0.6580728623481817	0.0001	0.0001	0.0001	0.1	0.1
dblp	3721	0.7971+	0.7824+	0.6281551596979877,std:0.116256802	 macro_f1s:0.7971195629832271,std:0.0031003694098801463, micro_f1s:0.7824046151829027,std:0.005350059219397382,k1:0.6281551596979877,std:0.1162568020510350	 macro_f1s:0.797119	 macro_f1s:0.7971195629832271	0.0001	0.0001	0.0001	0.1	0.1
dblp	3722	0.7904+	0.7699+	0.6522017751384931,std:0.108618100	 macro_f1s:0.7904077699576981,std:0.01136843875674369, micro_f1s:0.7698570866657926,std:0.014021881781979046,k1:0.6522017751384931,std:0.1086181000378667	 macro_f1s:0.790407	 macro_f1s:0.7904077699576981	0.0001	0.0001	0.0001	0.1	0.1
dblp	3723	0.8045+	0.7886+	0.6484777690812206,std:0.11117991	 macro_f1s:0.8044668740029991,std:0.005896163566082421, micro_f1s:0.7886324898387309,std:0.004925546072696658,k1:0.6484777690812206,std:0.111179912766157	 macro_f1s:0.804466	 macro_f1s:0.8044668740029991	0.0001	0.0001	0.0001	0.1	0.1
dblp	3724	0.3893+	0.3917+	0.14509994348587832,std:0.14393895	 macro_f1s:0.38925904818190993,std:0.01708388693907062, micro_f1s:0.39170053756391765,std:0.016514975191093163,k1:0.14509994348587832,std:0.143938953279652	 macro_f1s:0.389259	 macro_f1s:0.3892590481819099	0.0001	0.0001	0.0001	0.1	1.0
dblp	3725	0.4704+	0.4292+	0.30114051850984824,std:0.134741388	 macro_f1s:0.4703708198820794,std:0.008426563065640552, micro_f1s:0.4291988986495346,std:0.011598179189855604,k1:0.30114051850984824,std:0.1347413885259329	 macro_f1s:0.470370	 macro_f1s:0.4703708198820794	0.0001	0.0001	0.0001	0.1	1.0
dblp	3726	0.5360+	0.5322+	0.32047596893240415,std:0.138394395	 macro_f1s:0.5359580041865348,std:0.016550411126995516, micro_f1s:0.5322276124295267,std:0.015566621050322456,k1:0.32047596893240415,std:0.1383943954283936	 macro_f1s:0.535958	 macro_f1s:0.5359580041865348	0.0001	0.0001	0.0001	0.1	1.0
dblp	3727	0.7603+	0.7415+	0.48103954281370903,std:0.129358721	 macro_f1s:0.7603358455283765,std:0.019153776837851657, micro_f1s:0.741471089550282,std:0.022161365139392,k1:0.48103954281370903,std:0.1293587214679830	 macro_f1s:0.760335	 macro_f1s:0.7603358455283765	0.0001	0.0001	0.0001	0.1	1.0
dblp	3728	0.6634+	0.6446+	0.5597931937940885,std:0.118855026	 macro_f1s:0.663405101680473,std:0.006902252621987431, micro_f1s:0.6445784712206635,std:0.01786883211087842,k1:0.5597931937940885,std:0.1188550268128259	 macro_f1s:0.663405	 macro_f1s:0.663405101680473,	0.0001	0.0001	0.0001	0.1	1.0
dblp	3729	0.6468+	0.6662+	0.4636355188479435,std:0.137829038	 macro_f1s:0.6468135757282794,std:0.010528321815457304, micro_f1s:0.6661596958174905,std:0.008745119375919397,k1:0.4636355188479435,std:0.1378290384387562	 macro_f1s:0.646813	 macro_f1s:0.6468135757282794	0.0001	0.0001	0.0001	0.1	1.0
dblp	3730	0.7872+	0.7733+	0.6368086147633366,std:0.112113962	 macro_f1s:0.7872302035131937,std:0.0020685764112560604, micro_f1s:0.7733184738429264,std:0.00281356112927806,k1:0.6368086147633366,std:0.1121139625767936	 macro_f1s:0.787230	 macro_f1s:0.7872302035131937	0.0001	0.0001	0.0001	0.1	1.0
dblp	3731	0.7784+	0.7610+	0.6147007041877918,std:0.111527822	 macro_f1s:0.7783732197751544,std:0.003210616361125235, micro_f1s:0.7610200603120492,std:0.0033504733634105066,k1:0.6147007041877918,std:0.1115278224808438	 macro_f1s:0.778373	 macro_f1s:0.7783732197751544	0.0001	0.0001	0.0001	0.1	1.0
dblp	3732	0.7399+	0.7222+	0.6011373727290248,std:0.113452839	 macro_f1s:0.739936470265529,std:0.003966365233628314, micro_f1s:0.7222236790350072,std:0.003395400280420369,k1:0.6011373727290248,std:0.1134528398195113	 macro_f1s:0.739936	 macro_f1s:0.739936470265529,	0.0001	0.0001	0.0001	0.1	1.0
dblp	3733	0.4970+	0.5094+	0.17344188750023784,std:0.141093031	 macro_f1s:0.49701358857078476,std:0.031162611820472134, micro_f1s:0.5093614789563394,std:0.027677265622449883,k1:0.17344188750023784,std:0.1410930312364592	 macro_f1s:0.497013	 macro_f1s:0.4970135885707847	0.0001	0.0001	0.0001	0.1	1.0
dblp	3734	0.4768+	0.4911+	0.3906713353341651,std:0.14620992	 macro_f1s:0.4768392442979367,std:0.01700344740896451, micro_f1s:0.4910843057558673,std:0.013555127864362727,k1:0.3906713353341651,std:0.146209927064777	 macro_f1s:0.476839	 macro_f1s:0.4768392442979367	0.0001	0.0001	0.0001	0.1	1.0
dblp	3735	0.4843+	0.4549+	0.30882444545263216,std:0.131118868	 macro_f1s:0.4843173352278485,std:0.012880808298304555, micro_f1s:0.45491018749180545,std:0.014025577648609823,k1:0.30882444545263216,std:0.1311188686298208	 macro_f1s:0.484317	 macro_f1s:0.4843173352278485	0.0001	0.0001	0.0001	0.1	1.0
dblp	3736	0.7429+	0.7142+	0.4095465786122205,std:0.12920493	 macro_f1s:0.7428879506578445,std:0.02371189675158837, micro_f1s:0.7141864429002229,std:0.035045662240519235,k1:0.4095465786122205,std:0.129204937753637	 macro_f1s:0.742887	 macro_f1s:0.7428879506578445	0.0001	0.0001	0.0001	0.1	1.0
dblp	3737	0.6508+	0.6377+	0.3765239206296414,std:0.124463574	 macro_f1s:0.6508077781416619,std:0.009714344498741393, micro_f1s:0.6376819194965255,std:0.011906373587692665,k1:0.3765239206296414,std:0.1244635740420954	 macro_f1s:0.650807	 macro_f1s:0.6508077781416619	0.0001	0.0001	0.0001	0.1	1.0
dblp	3738	0.6724+	0.6412+	0.37848677289031435,std:0.12762886	 macro_f1s:0.6724255999093428,std:0.014280060583287218, micro_f1s:0.6411957519339191,std:0.02100097088588018,k1:0.37848677289031435,std:0.127628865289471	 macro_f1s:0.672425	 macro_f1s:0.6724255999093428	0.0001	0.0001	0.0001	0.1	1.0
dblp	3739	0.7875+	0.7653+	0.6016196943131772,std:0.108731749	 macro_f1s:0.7875052821608666,std:0.003056096197594339, micro_f1s:0.7652550150780123,std:0.00458378775334612,k1:0.6016196943131772,std:0.1087317490325784	 macro_f1s:0.787505	 macro_f1s:0.7875052821608666	0.0001	0.0001	0.0001	0.1	1.0
dblp	3740	0.7301+	0.7156+	0.5950711529963696,std:0.112042462	 macro_f1s:0.7301469574721939,std:0.004885407438302286, micro_f1s:0.7155893536121672,std:0.004517147744301755,k1:0.5950711529963696,std:0.1120424621173394	 macro_f1s:0.730146	 macro_f1s:0.7301469574721939	0.0001	0.0001	0.0001	0.1	1.0
dblp	3741	0.7484+	0.7396+	0.5959241020496757,std:0.119121255	 macro_f1s:0.748442501144995,std:0.005556951458485488, micro_f1s:0.7396223941261308,std:0.0017702217648094976,k1:0.5959241020496757,std:0.1191212550026289	 macro_f1s:0.748442	 macro_f1s:0.748442501144995,	0.0001	0.0001	0.0001	0.1	1.0
dblp	3742	0.5943+	0.5907+	0.17118627937679,std:0.156329809	 macro_f1s:0.5942911781173013,std:0.007111266305242347, micro_f1s:0.5906516323587256,std:0.010709376400805293,k1:0.17118627937679,std:0.1563298092662195	 macro_f1s:0.594291	 macro_f1s:0.5942911781173013	0.0001	0.0001	0.0001	0.1	1.0
dblp	3743	0.4282+	0.4484+	0.27771948349243236,std:0.13759240	 macro_f1s:0.42823428599548513,std:0.012297025818073707, micro_f1s:0.44835452995935493,std:0.027698608089431535,k1:0.27771948349243236,std:0.137592403904018	 macro_f1s:0.428234	 macro_f1s:0.4282342859954851	0.0001	0.0001	0.0001	0.1	1.0
dblp	3744	0.5050+	0.5100+	0.3205690308307205,std:0.152343796	 macro_f1s:0.5049616956594051,std:0.033731217567900755, micro_f1s:0.5100039333945195,std:0.024161617349290208,k1:0.3205690308307205,std:0.1523437963870523	 macro_f1s:0.504961	 macro_f1s:0.5049616956594051	0.0001	0.0001	0.0001	0.1	1.0
dblp	3745	0.6314+	0.6304+	0.21383781241474886,std:0.155753073	 macro_f1s:0.6314220802413057,std:0.006047386585910527, micro_f1s:0.6303920283204405,std:0.005695504557223938,k1:0.21383781241474886,std:0.1557530737624344	 macro_f1s:0.631422	 macro_f1s:0.6314220802413057	0.0001	0.0001	0.0001	0.1	1.0
dblp	3746	0.6063+	0.5946+	0.47823557410763845,std:0.131545313	 macro_f1s:0.6063317037319294,std:0.0076086592722150355, micro_f1s:0.5945850268781959,std:0.02376466635874401,k1:0.47823557410763845,std:0.1315453139707039	 macro_f1s:0.606331	 macro_f1s:0.6063317037319294	0.0001	0.0001	0.0001	0.1	1.0
dblp	3747	0.5746+	0.5696+	0.34166819153558814,std:0.132877467	 macro_f1s:0.5746367135638637,std:0.009646422067448446, micro_f1s:0.5696341943096892,std:0.011329450855550512,k1:0.34166819153558814,std:0.1328774673561697	 macro_f1s:0.574636	 macro_f1s:0.5746367135638637	0.0001	0.0001	0.0001	0.1	1.0
dblp	3748	0.7781+	0.7695+	0.5893312355577304,std:0.116318417	 macro_f1s:0.7781012295192923,std:0.0061759205714390355, micro_f1s:0.76952930378917,std:0.002854414895407364,k1:0.5893312355577304,std:0.1163184172867027	 macro_f1s:0.778101	 macro_f1s:0.7781012295192923	0.0001	0.0001	0.0001	0.1	1.0
dblp	3749	0.7682+	0.7454+	0.6061863058367782,std:0.115329834	 macro_f1s:0.7682321151148093,std:0.008700280943825696, micro_f1s:0.7453520388094926,std:0.015276544531604725,k1:0.6061863058367782,std:0.1153298341224362	 macro_f1s:0.768232	 macro_f1s:0.7682321151148093	0.0001	0.0001	0.0001	0.1	1.0
dblp	3750	0.7570+	0.7444+	0.6085633002822038,std:0.117795135	 macro_f1s:0.75702653001609,std:0.0010595993272966666, micro_f1s:0.7443949128097548,std:0.0031309699583740866,k1:0.6085633002822038,std:0.1177951351065721	 macro_f1s:0.757026	 macro_f1s:0.75702653001609,s	0.0001	0.0001	0.0001	0.1	1.0
dblp	3751	0.3576+	0.3658+	0.13199515537889323,std:0.13699846	 macro_f1s:0.3575896754409985,std:0.027772385824621375, micro_f1s:0.3657925789956733,std:0.02479830819430833,k1:0.13199515537889323,std:0.136998465163595	 macro_f1s:0.357589	 macro_f1s:0.3575896754409985	0.0001	0.0001	0.0001	0.1	10.0
dblp	3752	0.4517+	0.4377+	0.1311944929864411,std:0.157582873	 macro_f1s:0.451677183237035,std:0.01022460804591686, micro_f1s:0.43768191949652546,std:0.02482369128134596,k1:0.1311944929864411,std:0.1575828737648294	 macro_f1s:0.451677	 macro_f1s:0.451677183237035,	0.0001	0.0001	0.0001	0.1	10.0
dblp	3753	0.4420+	0.4291+	0.3292539637043435,std:0.121913845	 macro_f1s:0.4419961312992188,std:0.017813047558119365, micro_f1s:0.42913334207421006,std:0.007605918959643842,k1:0.3292539637043435,std:0.1219138458866421	 macro_f1s:0.441996	 macro_f1s:0.4419961312992188	0.0001	0.0001	0.0001	0.1	10.0
dblp	3754	0.7041+	0.6877+	0.5331454752476993,std:0.120204971	 macro_f1s:0.7041002684074271,std:0.0009284016589596387, micro_f1s:0.6877409204143177,std:0.004742310278673626,k1:0.5331454752476993,std:0.1202049715951493	 macro_f1s:0.704100	 macro_f1s:0.7041002684074271	0.0001	0.0001	0.0001	0.1	10.0
dblp	3755	0.7258+	0.7150+	0.374322152998698,std:0.127319189	 macro_f1s:0.7257621770088372,std:0.010476922633146262, micro_f1s:0.7149731218041169,std:0.01175046706634292,k1:0.374322152998698,std:0.1273191895544647	 macro_f1s:0.725762	 macro_f1s:0.7257621770088372	0.0001	0.0001	0.0001	0.1	10.0
dblp	3756	0.6286+	0.6224+	0.45369865322200803,std:0.144339017	 macro_f1s:0.62856092671627,std:0.01007824329476265, micro_f1s:0.6223941261308509,std:0.013148367730990717,k1:0.45369865322200803,std:0.1443390170302461	 macro_f1s:0.628560	 macro_f1s:0.62856092671627,s	0.0001	0.0001	0.0001	0.1	10.0
dblp	3757	0.8007+	0.7873+	0.6334947133465968,std:0.11393192	 macro_f1s:0.8006548843293603,std:0.0019986486044294587, micro_f1s:0.7872689130719812,std:0.003385284676030792,k1:0.6334947133465968,std:0.113931929380197	 macro_f1s:0.800654	 macro_f1s:0.8006548843293603	0.0001	0.0001	0.0001	0.1	10.0
dblp	3758	0.7875+	0.7714+	0.6311581957391899,std:0.115266894	 macro_f1s:0.787498928480612,std:0.005636132490337501, micro_f1s:0.7714042218434509,std:0.0068784438088979865,k1:0.6311581957391899,std:0.1152668944298509	 macro_f1s:0.787498	 macro_f1s:0.787498928480612,	0.0001	0.0001	0.0001	0.1	10.0
dblp	3759	0.6898+	0.6696+	0.5796435151102998,std:0.110470901	 macro_f1s:0.6897993161857281,std:0.006839836426943075, micro_f1s:0.6695948603644944,std:0.0082177723234515,k1:0.5796435151102998,std:0.1104709012827986	 macro_f1s:0.689799	 macro_f1s:0.6897993161857281	0.0001	0.0001	0.0001	0.1	10.0
dblp	3760	0.3569+	0.3701+	0.14217876575676838,std:0.137649466	 macro_f1s:0.3569014928878881,std:0.03706469997914513, micro_f1s:0.3701062016520257,std:0.02451583127657413,k1:0.14217876575676838,std:0.1376494664912620	 macro_f1s:0.356901	 macro_f1s:0.3569014928878881	0.0001	0.0001	0.0001	0.1	10.0
dblp	3761	0.3644+	0.3746+	0.11761916686383551,std:0.147732437	 macro_f1s:0.3643909015558753,std:0.019138277562626052, micro_f1s:0.37456404877409205,std:0.014651482467426416,k1:0.11761916686383551,std:0.1477324371550157	 macro_f1s:0.364390	 macro_f1s:0.3643909015558753	0.0001	0.0001	0.0001	0.1	10.0
dblp	3762	0.4334+	0.4176+	0.31480963610713836,std:0.133267529	 macro_f1s:0.433433984164422,std:0.006985098071160789, micro_f1s:0.4176084961321621,std:0.005688392054077517,k1:0.31480963610713836,std:0.1332675297374250	 macro_f1s:0.433433	 macro_f1s:0.433433984164422,	0.0001	0.0001	0.0001	0.1	10.0
dblp	3763	0.5594+	0.5712+	0.13598634337334,std:0.154207412	 macro_f1s:0.5593601848995862,std:0.022258094188815657, micro_f1s:0.5712468860626722,std:0.026484301466157902,k1:0.13598634337334,std:0.1542074120906260	 macro_f1s:0.559360	 macro_f1s:0.5593601848995862	0.0001	0.0001	0.0001	0.1	10.0
dblp	3764	0.6082+	0.5961+	0.4359345292721202,std:0.141470977	 macro_f1s:0.6082383053473015,std:0.018231462535721485, micro_f1s:0.5960534941654648,std:0.01745464715971835,k1:0.4359345292721202,std:0.1414709772806302	 macro_f1s:0.608238	 macro_f1s:0.6082383053473015	0.0001	0.0001	0.0001	0.1	10.0
dblp	3765	0.4802+	0.4890+	0.25736046959423636,std:0.157512407	 macro_f1s:0.48024996022075844,std:0.00940332581499867, micro_f1s:0.48897338403041823,std:0.009402412821272334,k1:0.25736046959423636,std:0.1575124070217873	 macro_f1s:0.480249	 macro_f1s:0.4802499602207584	0.0001	0.0001	0.0001	0.1	10.0
dblp	3766	0.7995+	0.7863+	0.6411333884584182,std:0.114177169	 macro_f1s:0.7994962317560346,std:0.005066739891495004, micro_f1s:0.7862986757571784,std:0.005605589384786842,k1:0.6411333884584182,std:0.1141771693620226	 macro_f1s:0.799496	 macro_f1s:0.7994962317560346	0.0001	0.0001	0.0001	0.1	10.0
dblp	3767	0.7630+	0.7434+	0.6478146378553052,std:0.111605068	 macro_f1s:0.7630198419018706,std:0.0026608926062555056, micro_f1s:0.7434246754949522,std:0.005655963584911779,k1:0.6478146378553052,std:0.1116050689688440	 macro_f1s:0.763019	 macro_f1s:0.7630198419018706	0.0001	0.0001	0.0001	0.1	10.0
dblp	3768	0.6715+	0.6513+	0.5612809931764627,std:0.117925208	 macro_f1s:0.6714807520947573,std:0.004787896386386897, micro_f1s:0.6513045758489577,std:0.005305224336222695,k1:0.5612809931764627,std:0.1179252081831078	 macro_f1s:0.671480	 macro_f1s:0.6714807520947573	0.0001	0.0001	0.0001	0.1	10.0
dblp	3769	0.5732+	0.5729+	0.3345515326791693,std:0.091832304	 macro_f1s:0.5731708349459803,std:0.025645737103588844, micro_f1s:0.5729120230759145,std:0.02267614733352202,k1:0.3345515326791693,std:0.0918323044276102	 macro_f1s:0.573170	 macro_f1s:0.5731708349459803	0.0001	0.0001	0.0001	0.1	10.0
dblp	3770	0.4445+	0.4517+	0.11184653820766893,std:0.1364095	 macro_f1s:0.44446642903649625,std:0.017292017822004815, micro_f1s:0.45173724924609937,std:0.014271857666088954,k1:0.11184653820766893,std:0.13640952281632	 macro_f1s:0.444466	 macro_f1s:0.4444664290364962	0.0001	0.0001	0.0001	0.1	10.0
dblp	3771	0.3911+	0.4278+	0.2529845720880019,std:0.155010280	 macro_f1s:0.3911398236305129,std:0.02500122949571147, micro_f1s:0.42778287662252523,std:0.02299023765503376,k1:0.2529845720880019,std:0.1550102803742088	 macro_f1s:0.391139	 macro_f1s:0.3911398236305129	0.0001	0.0001	0.0001	0.1	10.0
dblp	3772	0.5712+	0.5744+	0.40104494078666414,std:0.139066648	 macro_f1s:0.5712445600559397,std:0.0284609155293895, micro_f1s:0.5744198243083781,std:0.028515856374899468,k1:0.40104494078666414,std:0.1390666482677396	 macro_f1s:0.571244	 macro_f1s:0.5712445600559397	0.0001	0.0001	0.0001	0.1	10.0
dblp	3773	0.6048+	0.6106+	0.40087475163817926,std:0.129083749	 macro_f1s:0.6048117720886009,std:0.0070711212060357576, micro_f1s:0.6106070538875049,std:0.006997426673621997,k1:0.40087475163817926,std:0.1290837490745016	 macro_f1s:0.604811	 macro_f1s:0.6048117720886009	0.0001	0.0001	0.0001	0.1	10.0
dblp	3774	0.4568+	0.4660+	0.2391026913443192,std:0.1573481	 macro_f1s:0.45676369791729615,std:0.0066440593822028274, micro_f1s:0.46602858266684144,std:0.00846268101680001,k1:0.2391026913443192,std:0.15734815158997	 macro_f1s:0.456763	 macro_f1s:0.4567636979172961	0.0001	0.0001	0.0001	0.1	10.0
dblp	3775	0.7770+	0.7585+	0.6283970353315543,std:0.1152945	 macro_f1s:0.7770440854374804,std:0.011412466371517575, micro_f1s:0.7584633538743937,std:0.01438040524936178,k1:0.6283970353315543,std:0.11529455203233	 macro_f1s:0.777044	 macro_f1s:0.7770440854374804	0.0001	0.0001	0.0001	0.1	10.0
dblp	3776	0.7894+	0.7744+	0.46245723736242134,std:0.135614992	 macro_f1s:0.7894401800571089,std:0.0007904645095030241, micro_f1s:0.774432935623443,std:0.0011112951409684908,k1:0.46245723736242134,std:0.1356149924568893	 macro_f1s:0.789440	 macro_f1s:0.7894401800571089	0.0001	0.0001	0.0001	0.1	10.0
dblp	3777	0.6277+	0.6210+	0.34890672672204087,std:0.162089380	 macro_f1s:0.6276705487178772,std:0.00839114781230523, micro_f1s:0.6210305493641012,std:0.007732608565798596,k1:0.34890672672204087,std:0.1620893804820140	 macro_f1s:0.627670	 macro_f1s:0.6276705487178772	0.0001	0.0001	0.0001	0.1	10.0
dblp	3778	0.3536+	0.3751+	0.1061065944232877,std:0.13597474	 macro_f1s:0.3536484594017192,std:0.01956543967555018, micro_f1s:0.37510161269175296,std:0.022048184050798933,k1:0.1061065944232877,std:0.135974743537279	 macro_f1s:0.353648	 macro_f1s:0.3536484594017192	0.0001	0.0001	0.0001	1.0	0.1
dblp	3779	0.5555+	0.5527+	0.22323917403444346,std:0.121372113	 macro_f1s:0.5555113326950936,std:0.026303253419515314, micro_f1s:0.5527074865609021,std:0.0221710942097482,k1:0.22323917403444346,std:0.1213721133302133	 macro_f1s:0.555511	 macro_f1s:0.5555113326950936	0.0001	0.0001	0.0001	1.0	0.1
dblp	3780	0.6169+	0.6244+	0.5242097552412789,std:0.121890995	 macro_f1s:0.6169428327829529,std:0.006219881253912065, micro_f1s:0.6244263799659107,std:0.0110007371349514,k1:0.5242097552412789,std:0.1218909954508817	 macro_f1s:0.616942	 macro_f1s:0.6169428327829529	0.0001	0.0001	0.0001	1.0	0.1
dblp	3781	0.4247+	0.4185+	0.18838086605685647,std:0.163021318	 macro_f1s:0.42470366209535076,std:0.03541440752344832, micro_f1s:0.4185000655565753,std:0.023920116617395147,k1:0.18838086605685647,std:0.1630213183049771	 macro_f1s:0.424703	 macro_f1s:0.4247036620953507	0.0001	0.0001	0.0001	1.0	0.1
dblp	3782	0.5321+	0.5476+	0.39918554204547435,std:0.13373334	 macro_f1s:0.5321216776014005,std:0.009146644788809352, micro_f1s:0.5476202963157204,std:0.008422333655510454,k1:0.39918554204547435,std:0.133733342736535	 macro_f1s:0.532121	 macro_f1s:0.5321216776014005	0.0001	0.0001	0.0001	1.0	0.1
dblp	3783	0.3858+	0.4203+	0.25212622747742147,std:0.160742165	 macro_f1s:0.38577532845920576,std:0.0028266130559639487, micro_f1s:0.42034876098072643,std:0.00395822762737472,k1:0.25212622747742147,std:0.1607421659336066	 macro_f1s:0.385775	 macro_f1s:0.3857753284592057	0.0001	0.0001	0.0001	1.0	0.1
dblp	3784	0.7097+	0.6980+	0.5766479582380877,std:0.105197320	 macro_f1s:0.7096698993420169,std:0.017981133544891722, micro_f1s:0.6979546348498753,std:0.02615140780122014,k1:0.5766479582380877,std:0.1051973205304004	 macro_f1s:0.709669	 macro_f1s:0.7096698993420169	0.0001	0.0001	0.0001	1.0	0.1
dblp	3785	0.7175+	0.6963+	0.511649068351459,std:0.13090643	 macro_f1s:0.717510883134511,std:0.009761819813549183, micro_f1s:0.6963419430968927,std:0.009829989326197199,k1:0.511649068351459,std:0.130906433261935	 macro_f1s:0.717510	 macro_f1s:0.717510883134511,	0.0001	0.0001	0.0001	1.0	0.1
dblp	3786	0.7249+	0.7156+	0.5377411756285413,std:0.106253315	 macro_f1s:0.7249383628773177,std:0.004378451915394848, micro_f1s:0.7155762422971026,std:0.0019667409636331245,k1:0.5377411756285413,std:0.1062533155851695	 macro_f1s:0.724938	 macro_f1s:0.7249383628773177	0.0001	0.0001	0.0001	1.0	0.1
dblp	3787	0.3600+	0.3734+	0.1572545350350246,std:0.15062875	 macro_f1s:0.3600009121055211,std:0.034181071633354425, micro_f1s:0.3733709191031861,std:0.022221807016194195,k1:0.1572545350350246,std:0.150628756341466	 macro_f1s:0.360000	 macro_f1s:0.3600009121055211	0.0001	0.0001	0.0001	1.0	0.1
dblp	3788	0.5798+	0.5830+	0.3496379996974535,std:0.114906142	 macro_f1s:0.5798095575600544,std:0.024047671773143948, micro_f1s:0.583047069621083,std:0.01958379772241148,k1:0.3496379996974535,std:0.1149061424111207	 macro_f1s:0.579809	 macro_f1s:0.5798095575600544	0.0001	0.0001	0.0001	1.0	0.1
dblp	3789	0.6136+	0.5924+	0.4529011122323929,std:0.14493204	 macro_f1s:0.6135794684834579,std:0.00406350438160122, micro_f1s:0.5924085485774223,std:0.005776438315665559,k1:0.4529011122323929,std:0.144932040026557	 macro_f1s:0.613579	 macro_f1s:0.6135794684834579	0.0001	0.0001	0.0001	1.0	0.1
dblp	3790	0.6134+	0.6209+	0.44132307003626775,std:0.123033659	 macro_f1s:0.6133675065349655,std:0.043875435609199, micro_f1s:0.620938770158647,std:0.03599840190565543,k1:0.44132307003626775,std:0.1230336591892463	 macro_f1s:0.613367	 macro_f1s:0.6133675065349655	0.0001	0.0001	0.0001	1.0	0.1
dblp	3791	0.4860+	0.4559+	0.35846432431314074,std:0.124471860	 macro_f1s:0.4860400444566645,std:0.009872298061747909, micro_f1s:0.4558542021764783,std:0.01621290319147498,k1:0.35846432431314074,std:0.1244718604937465	 macro_f1s:0.486040	 macro_f1s:0.4860400444566645	0.0001	0.0001	0.0001	1.0	0.1
dblp	3792	0.4554+	0.4918+	0.33215581506391806,std:0.12062642	 macro_f1s:0.45535076800845536,std:0.011108815556101206, micro_f1s:0.49179231676937196,std:0.009784669703870886,k1:0.33215581506391806,std:0.120626421506060	 macro_f1s:0.455350	 macro_f1s:0.4553507680084553	0.0001	0.0001	0.0001	1.0	0.1
dblp	3793	0.7233+	0.7058+	0.5742036860042353,std:0.111327103	 macro_f1s:0.7233204094208121,std:0.016412365367591553, micro_f1s:0.7057689786285565,std:0.02367065927232222,k1:0.5742036860042353,std:0.1113271032556245	 macro_f1s:0.723320	 macro_f1s:0.7233204094208121	0.0001	0.0001	0.0001	1.0	0.1
dblp	3794	0.7448+	0.7343+	0.5918198009093761,std:0.106095788	 macro_f1s:0.7447761578309791,std:0.01195343939716542, micro_f1s:0.7343254228399108,std:0.01103222699549831,k1:0.5918198009093761,std:0.1060957881051710	 macro_f1s:0.744776	 macro_f1s:0.7447761578309791	0.0001	0.0001	0.0001	1.0	0.1
