dataname	id	macF1	micF1	k1	kacc	knmi	sim	lambd0	lambd1	lambd2	w_loss1	w_loss2
dblp	2657	0.5355+	0.5369+	0.1496571827604025,std:0.14161964	 macro_f1s:0.5354592946308134,std:0.02673491972612342, micro_f1s:0.5369083519076964,std:0.01902153150872598,k1:0.1496571827604025,std:0.141619649752375	 macro_f1s:0.535459	 macro_f1s:0.5354592946308134	0.0001	0.0001	0.0001	10.0	0.1
dblp	2658	0.6843+	0.6619+	0.4644919724584131,std:0.097517969	 macro_f1s:0.6842804386845329,std:0.029902251724961276, micro_f1s:0.6618722957912679,std:0.03105043159139106,k1:0.4644919724584131,std:0.0975179695155608	 macro_f1s:0.684280	 macro_f1s:0.6842804386845329	0.0001	0.0001	0.0001	10.0	0.1
dblp	2659	0.5420+	0.5415+	0.26063255249524947,std:0.17514692	 macro_f1s:0.5419739049167545,std:0.036555941748917783, micro_f1s:0.541471089550282,std:0.03888904458000334,k1:0.26063255249524947,std:0.175146928147357	 macro_f1s:0.541973	 macro_f1s:0.5419739049167545	0.0001	0.0001	0.0001	10.0	0.1
dblp	2660	0.2928+	0.3254+	0.1202266470102613,std:0.147248401	 macro_f1s:0.29282195686523727,std:0.011281819066549445, micro_f1s:0.32540972859577816,std:0.010998580421830138,k1:0.1202266470102613,std:0.1472484012166769	 macro_f1s:0.292821	 macro_f1s:0.2928219568652372	0.0001	0.0001	0.0001	10.0	0.1
dblp	2661	0.4656+	0.4396+	0.3085029748090659,std:0.115478915	 macro_f1s:0.46555668023110774,std:0.01038665355537152, micro_f1s:0.43964861675626066,std:0.0034594000438527297,k1:0.3085029748090659,std:0.1154789156367222	 macro_f1s:0.465556	 macro_f1s:0.4655566802311077	0.0001	0.0001	0.0001	10.0	0.1
dblp	2662	0.5695+	0.5728+	0.38709678901196587,std:0.130476952	 macro_f1s:0.5695098262465244,std:0.022772802752151752, micro_f1s:0.5728202438704603,std:0.01870947907290901,k1:0.38709678901196587,std:0.1304769523637998	 macro_f1s:0.569509	 macro_f1s:0.5695098262465244	0.0001	0.0001	0.0001	10.0	0.1
dblp	2663	0.5795+	0.5810+	0.3612098918076016,std:0.160204618	 macro_f1s:0.5794702130664282,std:0.044640922383601414, micro_f1s:0.5810017044709584,std:0.04231645402893963,k1:0.3612098918076016,std:0.1602046187623568	 macro_f1s:0.579470	 macro_f1s:0.5794702130664282	0.0001	0.0001	0.0001	10.0	0.1
dblp	2664	0.5694+	0.6003+	0.42330633742089757,std:0.135418443	 macro_f1s:0.5694384445769579,std:0.010061006035453476, micro_f1s:0.6002884489314277,std:0.00990892786425585,k1:0.42330633742089757,std:0.1354184430132175	 macro_f1s:0.569438	 macro_f1s:0.5694384445769579	0.0001	0.0001	0.0001	10.0	0.1
dblp	2665	0.3934+	0.4197+	0.21533754139268854,std:0.149870384	 macro_f1s:0.3933835671318141,std:0.027895086818421188, micro_f1s:0.41966697259735153,std:0.019751907850894975,k1:0.21533754139268854,std:0.1498703845135042	 macro_f1s:0.393383	 macro_f1s:0.3933835671318141	0.0001	0.0001	0.0001	10.0	0.1
dblp	2666	0.4680+	0.4707+	0.31824891633178104,std:0.105814473	 macro_f1s:0.46802205896552473,std:0.021227247269292246, micro_f1s:0.47074865609020583,std:0.021313224019333617,k1:0.31824891633178104,std:0.1058144731893925	 macro_f1s:0.468022	 macro_f1s:0.4680220589655247	0.0001	0.0001	0.0001	10.0	0.1
dblp	2667	0.5389+	0.5326+	0.29840251037282706,std:0.14325951	 macro_f1s:0.5389030976648217,std:0.009193634507071573, micro_f1s:0.5325553953061493,std:0.026007627829428705,k1:0.29840251037282706,std:0.143259512820221	 macro_f1s:0.538903	 macro_f1s:0.5389030976648217	0.0001	0.0001	0.0001	10.0	0.1
dblp	2668	0.6818+	0.6757+	0.46358908438660995,std:0.125130183	 macro_f1s:0.6817632147730419,std:0.039409596712147096, micro_f1s:0.6756522879244787,std:0.04373942566144553,k1:0.46358908438660995,std:0.1251301839311130	 macro_f1s:0.681763	 macro_f1s:0.6817632147730419	0.0001	0.0001	0.0001	10.0	0.1
dblp	2669	0.5824+	0.5453+	0.400603955632713,std:0.138837238	 macro_f1s:0.5823665217843674,std:0.023943108318033958, micro_f1s:0.5452864822341681,std:0.021256628315453115,k1:0.400603955632713,std:0.1388372388803061	 macro_f1s:0.582366	 macro_f1s:0.5823665217843674	0.0001	0.0001	0.0001	10.0	0.1
dblp	2670	0.5670+	0.5673+	0.3258720480150639,std:0.132824749	 macro_f1s:0.5669673157400181,std:0.0070748521614485615, micro_f1s:0.5672610462829422,std:0.014128407806152755,k1:0.3258720480150639,std:0.1328247490619804	 macro_f1s:0.566967	 macro_f1s:0.5669673157400181	0.0001	0.0001	0.0001	10.0	0.1
dblp	2671	0.3132+	0.3347+	0.12654361047383902,std:0.138944085	 macro_f1s:0.31322569833176744,std:0.027022535910885923, micro_f1s:0.3347449849219877,std:0.027331255651646486,k1:0.12654361047383902,std:0.1389440851508808	 macro_f1s:0.313225	 macro_f1s:0.3132256983317674	0.0001	0.0001	0.0001	10.0	1.0
dblp	2672	0.4402+	0.4469+	0.2182011413219195,std:0.15323277	 macro_f1s:0.4401948383848981,std:0.02832648508298976, micro_f1s:0.446886062672086,std:0.022743819986775077,k1:0.2182011413219195,std:0.153232777380438	 macro_f1s:0.440194	 macro_f1s:0.4401948383848981	0.0001	0.0001	0.0001	10.0	1.0
dblp	2673	0.6126+	0.5929+	0.3792158024338385,std:0.14961659	 macro_f1s:0.6126374670049459,std:0.006433742915836924, micro_f1s:0.5928674446046938,std:0.0037553333302023425,k1:0.3792158024338385,std:0.149616599803566	 macro_f1s:0.612637	 macro_f1s:0.6126374670049459	0.0001	0.0001	0.0001	10.0	1.0
dblp	2674	0.3360+	0.3556+	0.10965120500056302,std:0.140127156	 macro_f1s:0.33595444920269046,std:0.041959539856581296, micro_f1s:0.3555919758751803,std:0.02744066688274292,k1:0.10965120500056302,std:0.1401271561203908	 macro_f1s:0.335954	 macro_f1s:0.3359544492026904	0.0001	0.0001	0.0001	10.0	1.0
dblp	2675	0.2592+	0.3043+	0.14311559545137295,std:0.15367536	 macro_f1s:0.2592054580502247,std:0.025877611059364907, micro_f1s:0.3042611773960928,std:0.028424665810920312,k1:0.14311559545137295,std:0.153675361083896	 macro_f1s:0.259205	 macro_f1s:0.2592054580502247	0.0001	0.0001	0.0001	10.0	1.0
dblp	2676	0.4189+	0.4444+	0.2391508801536092,std:0.128783521	 macro_f1s:0.4189228881024277,std:0.021649158188302584, micro_f1s:0.4443818014946899,std:0.03348466870557305,k1:0.2391508801536092,std:0.1287835210908563	 macro_f1s:0.418922	 macro_f1s:0.4189228881024277	0.0001	0.0001	0.0001	10.0	1.0
dblp	2677	0.6019+	0.6067+	0.38789157282446535,std:0.14107889	 macro_f1s:0.601902887737999,std:0.050708557084555204, micro_f1s:0.6066998819981645,std:0.051976998636052,k1:0.38789157282446535,std:0.141078890117163	 macro_f1s:0.601902	 macro_f1s:0.601902887737999,	0.0001	0.0001	0.0001	10.0	1.0
dblp	2678	0.3167+	0.3387+	0.1115686444952547,std:0.140362870	 macro_f1s:0.3166558342044838,std:0.017342110396138928, micro_f1s:0.33873082470171756,std:0.01442700501283689,k1:0.1115686444952547,std:0.1403628705716172	 macro_f1s:0.316655	 macro_f1s:0.3166558342044838	0.0001	0.0001	0.0001	10.0	1.0
dblp	2679	0.3407+	0.3781+	0.20933873463496047,std:0.150495631	 macro_f1s:0.34071629292232586,std:0.009159821084927992, micro_f1s:0.37810410384161536,std:0.005002890246579192,k1:0.20933873463496047,std:0.1504956311509651	 macro_f1s:0.340716	 macro_f1s:0.3407162929223258	0.0001	0.0001	0.0001	10.0	1.0
dblp	2680	0.3637+	0.3701+	0.11047712624842106,std:0.138036091	 macro_f1s:0.36370397687982514,std:0.02176520537783442, micro_f1s:0.370066867706831,std:0.021701127687859045,k1:0.11047712624842106,std:0.1380360914423892	 macro_f1s:0.363703	 macro_f1s:0.3637039768798251	0.0001	0.0001	0.0001	10.0	1.0
dblp	2681	0.4227+	0.4248+	0.1405948243116962,std:0.146326559	 macro_f1s:0.4227261578595458,std:0.03268390785807101, micro_f1s:0.4247672741575981,std:0.01857036696976632,k1:0.1405948243116962,std:0.1463265593311861	 macro_f1s:0.422726	 macro_f1s:0.4227261578595458	0.0001	0.0001	0.0001	10.0	1.0
dblp	2682	0.5052+	0.5207+	0.25418591796384843,std:0.12515682	 macro_f1s:0.5052055814451678,std:0.025651008026658994, micro_f1s:0.5207027664874786,std:0.018649360516549574,k1:0.25418591796384843,std:0.125156825084931	 macro_f1s:0.505205	 macro_f1s:0.5052055814451678	0.0001	0.0001	0.0001	10.0	1.0
dblp	2683	0.2985+	0.3404+	0.10692871440869078,std:0.134648583	 macro_f1s:0.298549660843568,std:0.03893002436412826, micro_f1s:0.3404090730300249,std:0.019036351710225257,k1:0.10692871440869078,std:0.1346485833849554	 macro_f1s:0.298549	 macro_f1s:0.298549660843568,	0.0001	0.0001	0.0001	10.0	1.0
dblp	2684	0.2854+	0.3306+	0.11114252906960172,std:0.1392302	 macro_f1s:0.2854177485710528,std:0.026917400497592656, micro_f1s:0.33056247541628425,std:0.02236698123211347,k1:0.11114252906960172,std:0.13923026512929	 macro_f1s:0.285417	 macro_f1s:0.2854177485710528	0.0001	0.0001	0.0001	10.0	1.0
dblp	2685	0.4400+	0.4478+	0.19310577025354778,std:0.145109678	 macro_f1s:0.4400086760199641,std:0.024050423541088838, micro_f1s:0.4478038547266291,std:0.02244205243395975,k1:0.19310577025354778,std:0.1451096789947853	 macro_f1s:0.440008	 macro_f1s:0.4400086760199641	0.0001	0.0001	0.0001	10.0	1.0
dblp	2686	0.6336+	0.6297+	0.42877528863831643,std:0.129551736	 macro_f1s:0.6335651866490822,std:0.02904071341226633, micro_f1s:0.629670905991871,std:0.029506766221119654,k1:0.42877528863831643,std:0.1295517367919129	 macro_f1s:0.633565	 macro_f1s:0.6335651866490822	0.0001	0.0001	0.0001	10.0	1.0
dblp	2687	0.3014+	0.3320+	0.10919023191272433,std:0.137394970	 macro_f1s:0.30143610234325324,std:0.02822378716454227, micro_f1s:0.3320440540186181,std:0.01806092573476872,k1:0.10919023191272433,std:0.1373949702193400	 macro_f1s:0.301436	 macro_f1s:0.3014361023432532	0.0001	0.0001	0.0001	10.0	1.0
dblp	2688	0.3665+	0.3945+	0.2308802676091052,std:0.15422683	 macro_f1s:0.36652193744180117,std:0.012503756360600679, micro_f1s:0.39454569293300124,std:0.012010823388508958,k1:0.2308802676091052,std:0.154226831419136	 macro_f1s:0.366521	 macro_f1s:0.3665219374418011	0.0001	0.0001	0.0001	10.0	1.0
dblp	2689	0.5103+	0.5175+	0.2938454718720696,std:0.11985670	 macro_f1s:0.5102831501415148,std:0.03313128379990205, micro_f1s:0.5174642716664482,std:0.035369703793156335,k1:0.2938454718720696,std:0.119856702375669	 macro_f1s:0.510283	 macro_f1s:0.5102831501415148	0.0001	0.0001	0.0001	10.0	1.0
dblp	2690	0.5644+	0.5679+	0.4045359256721304,std:0.14375072	 macro_f1s:0.5643970884828567,std:0.024284295022566564, micro_f1s:0.5679035007211223,std:0.0424650457633763,k1:0.4045359256721304,std:0.143750726890072	 macro_f1s:0.564397	 macro_f1s:0.5643970884828567	0.0001	0.0001	0.0001	10.0	1.0
dblp	2691	0.4777+	0.4509+	0.3185069176488215,std:0.134438443	 macro_f1s:0.47768482948096214,std:0.015539079848713451, micro_f1s:0.45091123639701064,std:0.017847331853857038,k1:0.3185069176488215,std:0.1344384431810081	 macro_f1s:0.477684	 macro_f1s:0.4776848294809621	0.0001	0.0001	0.0001	10.0	1.0
dblp	2692	0.5673+	0.5794+	0.45403298609180265,std:0.123852792	 macro_f1s:0.5673366458772133,std:0.03371800062452193, micro_f1s:0.5794152353481055,std:0.028443383624716177,k1:0.45403298609180265,std:0.1238527928095264	 macro_f1s:0.567336	 macro_f1s:0.5673366458772133	0.0001	0.0001	0.0001	10.0	1.0
dblp	2693	0.5119+	0.5144+	0.32606347572842304,std:0.13197506	 macro_f1s:0.5118934991814361,std:0.018400975273694414, micro_f1s:0.5144486692015209,std:0.01490636590458901,k1:0.32606347572842304,std:0.131975061861331	 macro_f1s:0.511893	 macro_f1s:0.5118934991814361	0.0001	0.0001	0.0001	10.0	1.0
dblp	2694	0.4785+	0.4739+	0.3054691608672071,std:0.157933130	 macro_f1s:0.478549914902145,std:0.009521303616135412, micro_f1s:0.47386914907565225,std:0.026975924559954283,k1:0.3054691608672071,std:0.1579331307269890	 macro_f1s:0.478549	 macro_f1s:0.478549914902145,	0.0001	0.0001	0.0001	10.0	1.0
dblp	2695	0.6579+	0.6555+	0.4297484842771113,std:0.131480403	 macro_f1s:0.6578836795639968,std:0.015560487895536771, micro_f1s:0.655500196669726,std:0.015870568560037997,k1:0.4297484842771113,std:0.1314804031175001	 macro_f1s:0.657883	 macro_f1s:0.6578836795639968	0.0001	0.0001	0.0001	10.0	1.0
dblp	2696	0.4389+	0.4256+	0.35311598301367847,std:0.127630234	 macro_f1s:0.43887145398771804,std:0.013753981045951793, micro_f1s:0.4255801756916219,std:0.0190292524626519,k1:0.35311598301367847,std:0.1276302349839928	 macro_f1s:0.438871	 macro_f1s:0.4388714539877180	0.0001	0.0001	0.0001	10.0	1.0
dblp	2697	0.4226+	0.4481+	0.27335429435381936,std:0.155742060	 macro_f1s:0.4225698225642841,std:0.0094802655413338, micro_f1s:0.4480529697128623,std:0.012892103488349738,k1:0.27335429435381936,std:0.1557420608393303	 macro_f1s:0.422569	 macro_f1s:0.4225698225642841	0.0001	0.0001	0.0001	10.0	1.0
dblp	2698	0.3123+	0.3385+	0.10844201905726497,std:0.141097744	 macro_f1s:0.31230320428691816,std:0.027531816414220162, micro_f1s:0.338547266290809,std:0.028629147152850132,k1:0.10844201905726497,std:0.1410977444441696	 macro_f1s:0.312303	 macro_f1s:0.3123032042869181	0.0001	0.0001	0.0001	10.0	10.0
dblp	2699	0.2886+	0.3098+	0.11004664910187258,std:0.140430286	 macro_f1s:0.2886076879290109,std:0.022567621510064632, micro_f1s:0.3097810410384162,std:0.028797537321641534,k1:0.11004664910187258,std:0.1404302868975132	 macro_f1s:0.288607	 macro_f1s:0.2886076879290109	0.0001	0.0001	0.0001	10.0	10.0
dblp	2700	0.4415+	0.4603+	0.263192500213041,std:0.148383173	 macro_f1s:0.4415132103659568,std:0.02440514770666098, micro_f1s:0.4603382719286745,std:0.02378328946865985,k1:0.263192500213041,std:0.1483831737244441	 macro_f1s:0.441513	 macro_f1s:0.4415132103659568	0.0001	0.0001	0.0001	10.0	10.0
dblp	2701	0.3238+	0.3408+	0.10430850992786907,std:0.135550347	 macro_f1s:0.3237890829815822,std:0.027660653045945144, micro_f1s:0.34082863511210176,std:0.023363557770146554,k1:0.10430850992786907,std:0.1355503470192584	 macro_f1s:0.323789	 macro_f1s:0.3237890829815822	0.0001	0.0001	0.0001	10.0	10.0
dblp	2702	0.2777+	0.3121+	0.14025090654958391,std:0.150443444	 macro_f1s:0.27768401731001885,std:0.02580842153318559, micro_f1s:0.3121148551199685,std:0.0418184875009423,k1:0.14025090654958391,std:0.1504434442075660	 macro_f1s:0.277684	 macro_f1s:0.2776840173100188	0.0001	0.0001	0.0001	10.0	10.0
dblp	2703	0.3640+	0.3831+	0.17690181208001296,std:0.138420377	 macro_f1s:0.36395483819433083,std:0.016851274375486384, micro_f1s:0.3831388488265373,std:0.009501280715202499,k1:0.17690181208001296,std:0.1384203770444877	 macro_f1s:0.363954	 macro_f1s:0.3639548381943308	0.0001	0.0001	0.0001	10.0	10.0
dblp	2704	0.6804+	0.6653+	0.2802277687210779,std:0.135798071	 macro_f1s:0.6803663184139923,std:0.027627070103807088, micro_f1s:0.6652681263930772,std:0.03389070787090802,k1:0.2802277687210779,std:0.1357980719903172	 macro_f1s:0.680366	 macro_f1s:0.6803663184139923	0.0001	0.0001	0.0001	10.0	10.0
dblp	2705	0.3100+	0.3452+	0.10973155179377965,std:0.139547525	 macro_f1s:0.31003505949638344,std:0.024299687469467996, micro_f1s:0.3452471482889734,std:0.014846131427295196,k1:0.10973155179377965,std:0.1395475254011839	 macro_f1s:0.310035	 macro_f1s:0.3100350594963834	0.0001	0.0001	0.0001	10.0	10.0
dblp	2706	0.4858+	0.5023+	0.2349756784258812,std:0.156964631	 macro_f1s:0.485800835452823,std:0.03921955404271101, micro_f1s:0.5022944801363576,std:0.022989560942816168,k1:0.2349756784258812,std:0.1569646311135810	 macro_f1s:0.485800	 macro_f1s:0.485800835452823,	0.0001	0.0001	0.0001	10.0	10.0
dblp	2707	0.3223+	0.3549+	0.10612742082820954,std:0.136053719	 macro_f1s:0.32226742671456354,std:0.030388908468287592, micro_f1s:0.35489707617674054,std:0.023886484394349455,k1:0.10612742082820954,std:0.1360537197566351	 macro_f1s:0.322267	 macro_f1s:0.3222674267145635	0.0001	0.0001	0.0001	10.0	10.0
dblp	2708	0.2782+	0.3158+	0.12160230614226099,std:0.145597673	 macro_f1s:0.27817804285805126,std:0.02612749141227069, micro_f1s:0.3157860233381408,std:0.034350456923781476,k1:0.12160230614226099,std:0.1455976735673334	 macro_f1s:0.278178	 macro_f1s:0.2781780428580512	0.0001	0.0001	0.0001	10.0	10.0
dblp	2709	0.3797+	0.3990+	0.19954010532123853,std:0.15083588	 macro_f1s:0.37971355078032315,std:0.014714293021911566, micro_f1s:0.3989642061098728,std:0.007859016745297978,k1:0.19954010532123853,std:0.150835888040345	 macro_f1s:0.379713	 macro_f1s:0.3797135507803231	0.0001	0.0001	0.0001	10.0	10.0
dblp	2710	0.3245+	0.3468+	0.10596043860444636,std:0.136335301	 macro_f1s:0.3244919700810466,std:0.031242920681659944, micro_f1s:0.346754949521437,std:0.020418409695118312,k1:0.10596043860444636,std:0.1363353014031672	 macro_f1s:0.324491	 macro_f1s:0.3244919700810466	0.0001	0.0001	0.0001	10.0	10.0
dblp	2711	0.2975+	0.3181+	0.10959613300880326,std:0.137972963	 macro_f1s:0.29752188686315184,std:0.027419848047965992, micro_f1s:0.31813294873475806,std:0.028297134085648618,k1:0.10959613300880326,std:0.1379729631378664	 macro_f1s:0.297521	 macro_f1s:0.2975218868631518	0.0001	0.0001	0.0001	10.0	10.0
dblp	2712	0.3772+	0.4095+	0.221898308089117,std:0.156079470	 macro_f1s:0.3772487836819273,std:0.017664786783836955, micro_f1s:0.4095450373672479,std:0.006453164977521702,k1:0.221898308089117,std:0.1560794708838057	 macro_f1s:0.377248	 macro_f1s:0.3772487836819273	0.0001	0.0001	0.0001	10.0	10.0
dblp	2713	0.5186+	0.5419+	0.14783373141884454,std:0.153292968	 macro_f1s:0.5186008635248508,std:0.011479828830900802, micro_f1s:0.5418775403172938,std:0.019364258307698844,k1:0.14783373141884454,std:0.1532929681000034	 macro_f1s:0.518600	 macro_f1s:0.5186008635248508	0.0001	0.0001	0.0001	10.0	10.0
dblp	2714	0.3056+	0.3386+	0.11313705855031947,std:0.14675310	 macro_f1s:0.30558645671645773,std:0.02810235906232886, micro_f1s:0.33857348892093875,std:0.018598579503457998,k1:0.11313705855031947,std:0.146753109590902	 macro_f1s:0.305586	 macro_f1s:0.3055864567164577	0.0001	0.0001	0.0001	10.0	10.0
dblp	2715	0.3525+	0.3848+	0.20623532703084493,std:0.152178150	 macro_f1s:0.35246558202300654,std:0.00991495801712663, micro_f1s:0.38481709715484463,std:0.011137056952900239,k1:0.20623532703084493,std:0.1521781509520442	 macro_f1s:0.352465	 macro_f1s:0.3524655820230065	0.0001	0.0001	0.0001	10.0	10.0
dblp	2716	0.3423+	0.3522+	0.10811388849827952,std:0.138646791	 macro_f1s:0.3423454899329547,std:0.031283063229446725, micro_f1s:0.3522092565884358,std:0.02428653380329456,k1:0.10811388849827952,std:0.1386467912789520	 macro_f1s:0.342345	 macro_f1s:0.3423454899329547	0.0001	0.0001	0.0001	10.0	10.0
dblp	2717	0.3242+	0.3388+	0.1129744313454017,std:0.138650308	 macro_f1s:0.32415411413189993,std:0.023322967678945383, micro_f1s:0.3388226039071719,std:0.021589268315434187,k1:0.1129744313454017,std:0.1386503087614646	 macro_f1s:0.324154	 macro_f1s:0.3241541141318999	0.0001	0.0001	0.0001	10.0	10.0
dblp	2718	0.4173+	0.4242+	0.26700218263423114,std:0.113943075	 macro_f1s:0.4172753255069745,std:0.01088167248423743, micro_f1s:0.4242428215550019,std:0.010739927876270696,k1:0.26700218263423114,std:0.1139430750448790	 macro_f1s:0.417275	 macro_f1s:0.4172753255069745	0.0001	0.0001	0.0001	10.0	10.0
dblp	2719	0.4506+	0.4327+	0.10945363331384798,std:0.138711745	 macro_f1s:0.45062084797516866,std:0.017466441113848454, micro_f1s:0.43271273108692804,std:0.022742448098243467,k1:0.10945363331384798,std:0.1387117456621798	 macro_f1s:0.450620	 macro_f1s:0.4506208479751686	0.0001	0.0001	0.0001	10.0	10.0
dblp	2720	0.2861+	0.3146+	0.11032478067123708,std:0.136793252	 macro_f1s:0.28606525847354086,std:0.02120770410295884, micro_f1s:0.31460600498229974,std:0.031100152648223942,k1:0.11032478067123708,std:0.1367932529828473	 macro_f1s:0.286065	 macro_f1s:0.2860652584735408	0.0001	0.0001	0.0001	10.0	10.0
dblp	2721	0.3935+	0.3848+	0.2302496286268997,std:0.137522390	 macro_f1s:0.393497928212323,std:0.009110876540178772, micro_f1s:0.38484331978497444,std:0.007064991701019292,k1:0.2302496286268997,std:0.1375223904600996	 macro_f1s:0.393497	 macro_f1s:0.393497928212323,	0.0001	0.0001	0.0001	10.0	10.0
dblp	2722	0.6366+	0.6368+	0.4111689651599319,std:0.146344170	 macro_f1s:0.636648313010164,std:0.038904394125969174, micro_f1s:0.6368427953323719,std:0.03195858774235195,k1:0.4111689651599319,std:0.1463441706643623	 macro_f1s:0.636648	 macro_f1s:0.636648313010164,	0.0001	0.0001	0.0001	10.0	10.0
dblp	2723	0.3622+	0.3675+	0.11390436491380156,std:0.145107835	 macro_f1s:0.3622366412333707,std:0.03733877998679197, micro_f1s:0.36745771600891575,std:0.03029276776347058,k1:0.11390436491380156,std:0.1451078359388627	 macro_f1s:0.362236	 macro_f1s:0.3622366412333707	0.0001	0.0001	0.0001	10.0	10.0
